订单ID,用户手机号(假号码),设备ID,订单金额,实付金额,支付渠道,订单状态,订单时间
158469193278214vxmndz',13973701388,157829810475321301',2.6,2.6,余额支付,订单成功,3/20/2020 16:12:12
1584691458602138yjcub',13973701388,157829810475321301',2.88,2.88,余额支付,订单成功,3/20/2020 16:04:18
158469035137612u9el2q',13973701388,157829810475321301',6.09,6.09,余额支付,订单成功,3/20/2020 15:45:51
158469026628511r26cek',13973701388,157829810475321301',0,0,余额支付,订单成功,3/20/2020 15:44:26
158469017222010c0tu4a',13973701388,157829810475321301',0,0,余额支付,订单成功,3/20/2020 15:42:52
15846900111009dhr3m4',18973742084,157829810475321301',0,0,余额支付,订单成功,3/20/2020 15:40:11
15846758827338bedcne',18181973176,157829810475321301',6.08,6.08,余额支付,订单成功,3/20/2020 11:44:42
15846078113727wzp5p4',18381888388,157829810475321301',6.11,6.11,余额支付,订单成功,3/19/2020 16:50:11
15845259093306qs0xtg',19973006840,157829810475321301',4.48,4.48,余额支付,订单成功,3/18/2020 18:05:09
158452480093951tq6df',13702344495,157829810475321301',3.97,3.97,余额支付,订单成功,3/18/2020 17:46:40
158450410466248ma4pj',18759832807,157829810475321301',4.89,4.89,余额支付,订单成功,3/18/2020 12:01:44
158449649474531ahayd',18759832807,157829810475321301',5.48,5.48,余额支付,订单成功,3/18/2020 09:54:54
15844954817232wlqmut',13972881468,157829810475321301',6.08,6.08,余额支付,订单成功,3/18/2020 09:38:01
15844406913241hfnjaw',18081961981,157829810475321301',3.48,3.48,余额支付,订单成功,3/17/2020 18:24:51
15844391530430ac4az1',18688668504,157829810475321301',4.92,4.92,余额支付,订单成功,3/17/2020 17:59:13
158443053180593huael8',18872898390,157829818607994096',0.55,0.55,余额支付,订单成功,3/17/2020 15:35:31
158442945813792qyz2dh',18872898390,157829818607994096',0.78,0.78,余额支付,订单成功,3/17/2020 15:17:38
158442942997491n3cjac',18872898390,157829818607994096',0,0,余额支付,订单成功,3/17/2020 15:17:09
1584427632207901m32be',15800516225,157829818607994096',0.13,0.13,余额支付,订单成功,3/17/2020 14:47:12
158426770357089z8uhln',19973006840,157829818607994096',2.33,2.33,余额支付,订单成功,3/15/2020 18:21:43
158424513640888k6frba',19973006840,157829830668829372',1.71,1.71,余额支付,订单成功,3/15/2020 12:05:36
158424469008587u8y7bk',15390728751,157829830668829372',1.18,1.18,余额支付,订单成功,3/15/2020 11:58:10
158418102974386ce75h3',15390728751,157829830668829372',6.04,6.04,余额支付,订单成功,3/14/2020 18:17:09
158417960957885332pt0',18072948325,157829830668829372',6.06,6.06,余额支付,订单成功,3/14/2020 17:53:29
1584172740028849taln6',18981969025,157829810475321301',8.16,2.16,余额支付,订单成功,3/14/2020 15:59:00
158416302151883upuzyh',18981969025,157829830668829372',2.83,2.83,余额支付,订单成功,3/14/2020 13:17:01
158416205432782yjbuzl',18981969025,157829830668829372',4.23,4.23,余额支付,订单成功,3/14/2020 13:00:54
158416178375281zrdy5g',18688668504,157829830668829372',1.79,1.79,余额支付,订单成功,3/14/2020 12:56:23
158407946537180yvfv4a',18688668504,157829818607994096',1.14,1.14,余额支付,订单成功,3/13/2020 14:04:25
158407664926579sp734w',18688668504,157829818607994096',9.21,9.21,余额支付,订单成功,3/13/2020 13:17:29
158391182211178hvqwga',13702344495,157829818607994096',1.2,1.2,余额支付,订单成功,3/11/2020 15:30:22
158355703794777ey50zt',13702344495,157829841525951628',4.8,4.8,余额支付,订单成功,3/7/2020 12:57:17
158355631367176800pfj',18981942767,157829841525951628',3.45,3.45,余额支付,订单成功,3/7/2020 12:45:13
158340240234575nz6xx4',18981942767,157829830668829372',4.23,4.23,余额支付,订单成功,3/5/2020 18:00:02
1583401451553745whje9',15173001057,157829830668829372',1.79,1.79,余额支付,订单成功,3/5/2020 17:44:11
1583276759793739kw1fr',13973665559,157829841525951628',1.08,1.08,余额支付,订单成功,3/4/2020 07:05:59
1583048671785724s75t7',18872898390,157829810475321301',5.85,5.85,余额支付,订单成功,3/1/2020 15:44:31
158304665701571jt8l5k',18981942763,157829830668829372',11.06,11.06,余额支付,订单成功,3/1/2020 15:10:57
158287528087970pxpfeg',13702344495,157829841525951628',3.53,3.53,余额支付,订单成功,2/28/2020 15:34:40
158268541477969a50kvn',18081961981,157829841525951628',5.19,5.19,余额支付,订单成功,2/26/2020 10:50:14
158253275618768zpgnpj',15086350764,157829830668829372',6.91,6.91,余额支付,订单成功,2/24/2020 16:25:56
158235472244767swex9u',15086350764,157829841525951628',5.16,5.16,余额支付,订单成功,2/22/2020 14:58:42
158235329981766u96wkh',18381888388,157829841525951628',6.06,0.06,余额支付,订单成功,2/22/2020 14:34:59
158199924972265vqxddq',13702344495,157829841525951628',4.26,4.26,余额支付,订单成功,2/18/2020 12:14:09
1581995780445644nku3k',13180646512,157829841525951628',2.95,2.95,余额支付,订单成功,2/18/2020 11:16:20
158191606832163hu62va',13180646512,157829841525951628',2.05,2.05,余额支付,订单成功,2/17/2020 13:07:48
158191343520762a1z4vt',15182923626,157829810475321301',3.1,3.1,余额支付,订单成功,2/17/2020 12:23:55
158191286617861vqshhd',18688668504,157829841525951628',5.3,5.3,余额支付,订单成功,2/17/2020 12:14:26
158182948451960yjasff',18688668504,157829841525951628',3.33,3.33,余额支付,订单成功,2/16/2020 13:04:44
15818284797115974e9v4',13702344495,157829841525951628',6.15,0.15,余额支付,订单成功,2/16/2020 12:47:59
158181548755958br6bcj',18981942767,157829841525951628',0.35,0.35,余额支付,订单成功,2/16/2020 09:11:27
158167381449257h3yd0j',13702344495,157829830668829372',3.59,3.59,余额支付,订单成功,2/14/2020 17:50:14
158165580949356v14rnc',18081961981,157829810475321301',7.75,7.75,余额支付,订单成功,2/14/2020 12:50:09
158123367354255hwccdy',18081961981,157829841525951628',11.23,5.23,余额支付,订单成功,2/9/2020 15:34:33
158123338775054ackg22',18081961981,157829841525951628',1.11,1.11,余额支付,订单成功,2/9/2020 15:29:47
158123164101653etjzrm',13702344495,157829841525951628',4.88,4.88,余额支付,订单成功,2/9/2020 15:00:41
158114064684652q22a94',13702344495,157829830668829372',1.24,1.24,余额支付,订单成功,2/8/2020 13:44:06
158113984762951wx199q',18981942767,157829830668829372',4.79,4.79,余额支付,订单成功,2/8/2020 13:30:47
158103897803550e43smu',19973006840,157829830668829372',6.07,0.07,余额支付,订单成功,2/7/2020 09:29:38
158037384726249th1smu',19973006840,157829841525951628',4.71,4.71,余额支付,订单成功,1/30/2020 16:44:07
158037288605448uxmzqs',19973006840,157829841525951628',6.11,0.11,余额支付,订单成功,1/30/2020 16:28:06
158037285820047b0zn1j',13702344495,157829841525951628',0,0,余额支付,订单成功,1/30/2020 16:27:38
1580262672658466ythy9',13702344495,157829841525951628',1.01,1.01,余额支付,订单成功,1/29/2020 09:51:12
158026207874745dtg4d9',13702344495,157829841525951628',0.56,0.56,余额支付,订单成功,1/29/2020 09:41:18
158026180744144ym1ef6',13702344495,157829841525951628',1.6,1.6,余额支付,订单成功,1/29/2020 09:36:47
158026140860743n5mf1a',13702344495,157829841525951628',1.6,1.6,余额支付,订单成功,1/29/2020 09:30:08
158017773436542tbqlse',13702344495,157829841525951628',1.61,1.61,余额支付,订单成功,1/28/2020 10:15:34
15801775096044159lwab',13702344495,157829841525951628',1.6,1.6,余额支付,订单成功,1/28/2020 10:11:49
158010534278140teb4ez',13702344495,157829841525951628',1.61,1.61,余额支付,订单成功,1/27/2020 14:09:02
158010476545339sfjje6',13702344495,157829841525951628',3.24,3.24,余额支付,订单成功,1/27/2020 13:59:25
158009886431438pub63h',13702344495,157829830668829372',2.8,2.8,余额支付,订单成功,1/27/2020 12:21:04
158001303753837kgcwz8',15072894396,157829841525951628',5.72,0,余额支付,订单成功,1/26/2020 12:30:37
157968402655836pgq8f7',15072894396,157829841525951628',2.73,2.73,余额支付,订单成功,1/22/2020 17:07:06
157968212869435by0zew',13973716326,157829810475321301',8.07,2.07,余额支付,订单成功,1/22/2020 16:35:28
157965920234834m6tqpu',13973716326,157829830668829372',2.24,2.24,余额支付,订单成功,1/22/2020 10:13:22
1579658724720336djs0b',13973716326,157829830668829372',0.76,0.76,余额支付,订单成功,1/22/2020 10:05:24
157965849341132e1k87z',15873444827,157829830668829372',1.22,1.22,余额支付,订单成功,1/22/2020 10:01:33
157960198817431yu61yt',17381988777,157829830668829372',1.01,1.01,余额支付,订单成功,1/21/2020 18:19:48
157960113847930a2uv8u',17381988777,157829830668829372',4.85,4.85,余额支付,订单成功,1/21/2020 18:05:38
157960079975729rcdyyw',15873444827,157829830668829372',1.18,1.18,余额支付,订单成功,1/21/2020 17:59:59
157959954302128kwn72l',18981942763,157829841525951628',4.98,4.98,余额支付,订单成功,1/21/2020 17:39:03
157959603872527lbraaz',18981942763,157829810475321301',3.69,3.69,余额支付,订单成功,1/21/2020 16:40:38
1579595244785265qum14',18381888388,157829810475321301',2.36,2.36,余额支付,订单成功,1/21/2020 16:27:24
157958329628225frf7v1',15223028361,157829841525951628',6.05,0.05,余额支付,订单成功,1/21/2020 13:08:16
157958272850024yj6esh',15223028361,157829810475321301',1.59,1.59,余额支付,订单成功,1/21/2020 12:58:48
157958147353523utp7uh',15182923626,157829810475321301',6.08,0.08,余额支付,订单成功,1/21/2020 12:37:53
157958067873222xmk4gz',18872898390,157829830668829372',6.05,0.05,余额支付,订单成功,1/21/2020 12:24:38
1579567992324213fcm35',18982013956,157829818607994096',2.7,2.7,余额支付,订单成功,1/21/2020 08:53:12
157951278675820rcl6qb',18982013956,157829841525951628',5.35,5.35,余额支付,订单成功,1/20/2020 17:33:06
157951245506819mhz2br',18872898390,157829841525951628',0.58,0.58,余额支付,订单成功,1/20/2020 17:27:35
157951217956018lf8shx',15873416178,157829830668829372',4.92,4.92,余额支付,订单成功,1/20/2020 17:22:59
157951139908317al9sk2',18982013956,157829810475321301',6.1,0.1,余额支付,订单成功,1/20/2020 17:09:59
157951069077216ady12f',13873719605,157829841525951628',5.62,0,余额支付,订单成功,1/20/2020 16:58:10
157951023231415ducyw9',13439816767,157829830668829372',4.92,4.92,余额支付,订单成功,1/20/2020 16:50:32
157950934428014hsfdnv',15981831994,157829810475321301',5.62,0,余额支付,订单成功,1/20/2020 16:35:44
15795091009521357sw7f',18872898390,157829841525951628',4.8,4.8,余额支付,订单成功,1/20/2020 16:31:40
1579505087628127pc7xg',13973643855,157829830668829372',5.78,5.78,余额支付,订单成功,1/20/2020 15:24:47
157950383638711yhk9ct',18872898390,157829830668829372',6.05,0.05,余额支付,订单成功,1/20/2020 15:03:56
15795031886111077daht',15909898156,157829841525951628',1.72,1.72,余额支付,订单成功,1/20/2020 14:53:08
15795024050059xy8nbn',15909898156,157829818607994096',5.91,5.91,余额支付,订单成功,1/20/2020 14:40:05
15795007802108l30yx1',18872898390,157829810475321301',6.08,0.08,余额支付,订单成功,1/20/2020 14:13:00
15795005155167guwb97',18872898390,157829841525951628',12.15,12.15,余额支付,订单成功,1/20/2020 14:08:35
15795004517086ag6fpa',13809818459,157829841525951628',0,0,余额支付,订单成功,1/20/2020 14:07:31
157949971402155ktjge',13809818459,157829841525951628',2.45,2.45,余额支付,订单成功,1/20/2020 13:55:14
15794965732404crjf2j',13809818459,157829830668829372',3.54,3.54,余额支付,订单成功,1/20/2020 13:02:53
157949524463336x9n6c',15981831994,157829830668829372',6.05,0.05,余额支付,订单成功,1/20/2020 12:40:44
15794910522892qymnpy',18872898390,157829810475321301',0,0,余额支付,订单成功,1/20/2020 11:30:52
15794902792531m12l3n',18049629898,157829810475321301',0.5,0.5,余额支付,订单成功,1/20/2020 11:17:59
157949002952103d8qqm',18909909081,157829810475321301',0.09,0.09,余额支付,订单成功,1/20/2020 11:13:49
157941638375220v6b2py',18872898390,157829841525951628',0.65,0.65,余额支付,订单成功,1/19/2020 14:46:23
1579416079327190cu8fq',13685082197,157829810475321301',0.69,0.69,余额支付,订单成功,1/19/2020 14:41:19
157941606988118qf9aay',13685082197,157829830668829372',0.58,0.58,余额支付,订单成功,1/19/2020 14:41:09
15794160057911757gaed',18872898390,157829830668829372',0.16,0.16,余额支付,订单成功,1/19/2020 14:40:05
157941550380216hu98zk',18872898390,157829841525951628',2.7,2.7,余额支付,订单成功,1/19/2020 14:31:43
157941522723315hfuemm',18872898390,157829830668829372',0.91,0.91,余额支付,订单成功,1/19/2020 14:27:07
1579415148435142xcql1',18872898390,157829841525951628',0.21,0.21,余额支付,订单成功,1/19/2020 14:25:48
157941481520513r6juv1',18688668504,157829810475321301',0.68,0.68,余额支付,订单成功,1/19/2020 14:20:15
1579414204163127zt4vb',18872898390,157829810475321301',0.68,0.68,余额支付,订单成功,1/19/2020 14:10:04
157941346749511x2g4kw',13685082197,157829841525951628',0,0,余额支付,订单成功,1/19/2020 13:57:47
157924204298010l5fqxf',18909909081,157829810475321301',3.9,3.9,余额支付,订单成功,1/17/2020 14:20:42
15792371402669048m5e',18909909081,157829818607994096',0.16,0.16,余额支付,订单成功,1/17/2020 12:59:00
15792370573388j5e5b3',18872898390,157829818607994096',0,0,余额支付,订单成功,1/17/2020 12:57:37
15792357385827xc9aa1',18872898390,157829830668829372',3.59,3.59,余额支付,订单成功,1/17/2020 12:35:38
157923138492661pdmlk',18872898390,157829841525951628',0,0,余额支付,订单成功,1/17/2020 11:23:04
15791642275655fw0h7y',18872898390,157829810475321301',3.05,3.05,余额支付,订单成功,1/16/2020 16:43:47
157916062058543ehe0l',18872898390,157829810475321301',9.38,3.38,余额支付,订单成功,1/16/2020 15:43:40
15791597195143b04z1p',18872898390,157829810475321301',3.63,3.63,余额支付,订单成功,1/16/2020 15:28:39
15789941056092dxesdq',18872898390,157829818607994096',0.39,0.39,余额支付,订单成功,1/14/2020 17:28:25
15789919612731dl0fm3',18872898390,157829830668829372',0,0,余额支付,订单成功,1/14/2020 16:52:41
15789912793710g3eelw',18872898390,157829841525951628',0,0,余额支付,订单成功,1/14/2020 16:41:19
15789908403790v4x2xp',18872898390,157829841525951628',6,6,余额支付,订单成功,1/14/2020 16:34:00
15789001994763rye9ng',18872898390,157829810475321301',1,1,余额支付,订单成功,1/13/2020 15:23:19
157889949935621u4h9w',18872898390,157829810475321301',0,0,余额支付,订单成功,1/13/2020 15:11:39
15788986641561x72fcr',18872898390,157829810475321301',0,0,余额支付,订单成功,1/13/2020 14:57:44
15787349138440x35gce',15631584033,157829810475321301',0.28,0.28,余额支付,订单成功,1/11/2020 17:28:33
